m1,m2,dm1,dm2,v1,v2,a1,a2
0.12,0.02,0.337408104184,0.0701056935421,5.80950256863e-33,-4.22080831576e-33,4.6447347129e-33,6.39295992086e-33
0.13,0.02,0.333918772873,0.0653700001983,2.43439698751e-32,-1.7679383663e-32,1.90066765973e-32,2.61659738122e-32
0.14,0.02,0.329070420872,0.0615028175358,8.49629888758e-32,-6.06289036993e-32,6.364302356e-32,8.84031668596e-32
0.15,0.02,0.290422334662,0.0817888884046,4.1510751854e-31,-1.7022894738e-31,1.74374487442e-31,3.36239175415e-31
0.16,0.02,0.235096266341,0.12073024672,1.82118129637e-29,-3.91316549703e-31,3.90921799606e-31,9.94447871859e-30
0.17,0.02,0.23184096583,0.123285629586,1.41535978865e-27,-7.36485364979e-31,7.17064038622e-31,7.53760980844e-28
0.18,0.02,0.231764514951,0.123352102565,9.26711035788e-26,-1.13485697286e-30,1.07614879189e-30,4.93240789715e-26
0.19,0.02,0.231762785696,0.123353763988,4.97118135188e-24,-1.43172379721e-30,1.32134749072e-30,2.64587096757e-24
0.2,0.02,0.23176274668,0.123353805337,2.18334799787e-22,-1.47883075866e-30,1.32731742419e-30,1.16206893832e-22
0.21,0.02,0.231762745801,0.123353806363,7.85104714863e-21,-1.25060290381e-30,1.09075475567e-30,4.17865497234e-21
0.22,0.02,0.231762745782,0.123353806389,2.31139045869e-19,-8.65940336062e-31,7.33278285084e-31,1.23021847265e-19
0.23,0.02,0.231762745781,0.123353806389,5.57134625823e-18,-4.92177578599e-31,4.03875558682e-31,2.96530300998e-18
0.24,0.02,0.231762745781,0.123353806389,1.09948191116e-16,-2.54141107974e-31,1.94523908119e-31,5.85190162211e-17
0.25,0.02,0.231762745781,0.123353806389,1.77646694269e-15,-5.12057050829e-31,2.79464324702e-31,9.45509851323e-16
0.26,0.02,0.231762745781,0.123353806389,2.3499968257e-14,-5.65557534503e-30,2.8343956612e-30,1.25076639248e-14
0.27,0.02,0.231762745781,0.123353806389,2.54518013277e-13,-6.09682873044e-29,3.04856528128e-29,1.35465109488e-13
0.28,0.02,0.231762745781,0.123353806389,2.25689251956e-12,-5.40565883737e-28,2.7028322031e-28,1.20121239486e-12
0.29,0.02,0.231762745781,0.123353806389,1.63849202999e-11,-3.92446957866e-27,1.96223483068e-27,8.72073844125e-12
0.3,0.02,0.231762745781,0.123353806389,9.73910151959e-11,-2.33268179612e-26,1.16634089855e-26,5.18355630972e-11
0.31,0.02,0.231762745781,0.123353806389,4.73952213555e-10,-1.13519681152e-25,5.67598405763e-26,2.52257149403e-10
0.32,0.02,0.231762745781,0.123353806389,1.88838838981e-09,-4.5230139614e-25,2.2615069807e-25,1.00507911675e-09
0.33,0.02,0.231762745781,0.123353806389,6.16012022598e-09,-1.47545441056e-24,7.37727205282e-25,3.27867308928e-09
0.34,0.02,0.231762745781,0.123353806389,1.64523580713e-08,-3.9406218369e-24,1.97031091845e-24,8.75663163781e-09
0.35,0.02,0.231762745781,0.123353806389,3.5975613825e-08,-8.61677631987e-24,4.30838815993e-24,1.91477231923e-08
0.36,0.02,0.231762745781,0.123353806389,6.44064508489e-08,-1.54264492392e-23,8.67737769707e-24,3.42798012746e-08
0.37,0.02,0.231762745781,0.123353806389,9.4404267112e-08,-2.26114405522e-23,1.20123277936e-23,5.0245891109e-08
0.38,0.02,0.231762745781,0.123353806389,1.13290891992e-07,-2.71351109797e-23,1.44155277404e-23,6.02981411415e-08
0.39,0.02,0.231762745781,0.123353806389,1.11311360361e-07,-2.66609745559e-23,1.41636459019e-23,5.92445517878e-08
0.4,0.02,0.231762745781,0.123353806389,8.95416528106e-08,-2.14463710024e-23,1.20638486978e-23,4.76578048269e-08
0.41,0.02,0.231762745781,0.123353806389,5.89728117037e-08,-1.4098525619e-23,7.94773599941e-24,3.13877917377e-08
0.42,0.02,0.231762745781,0.123353806389,3.1799453987e-08,-6.14538427433e-24,3.90563437337e-24,1.69249966261e-08
0.43,0.02,0.231762745781,0.123353806389,1.40387547212e-08,6.35682194473e-23,4.41408126728e-24,7.47201119827e-09
0.44,0.02,0.231762745781,0.123353806389,5.0743288047e-09,2.49189369749e-21,3.91737444144e-23,2.70076957718e-09
0.45,0.02,0.231762745777,0.123353806391,1.50165346476e-09,7.603192272e-20,-7.51965617707e-22,7.99242648417e-10
0.46,0.02,0.231762745346,0.123353806562,3.63832880085e-10,1.89843554825e-18,-6.69273224214e-20,1.9364704278e-10
0.47,0.02,0.231762697734,0.123353828563,7.21731373141e-11,3.88092125231e-17,-2.35243837461e-18,3.84135307772e-11
0.48,0.02,0.231757469104,0.123356539566,1.17225693558e-11,6.49553440947e-16,-5.5846636711e-17,6.23884170046e-12
0.49,0.02,0.231190899968,0.123678543893,1.57088893999e-12,8.90094358313e-15,-9.91017503397e-16,8.30936131061e-13
0.5,0.02,0.200300810068,0.142617808463,3.07132008265e-13,9.98615522792e-14,-1.365107262e-14,1.09102195062e-13
0.51,0.02,0.166059663568,0.166198023548,1.27765134845e-12,9.17279484631e-13,-1.48655681231e-13,2.12656855444e-13
0.52,0.02,0.161974542083,0.171364021133,9.49588819743e-12,6.898364718e-12,-1.29291219961e-12,1.78012842148e-12
0.53,0.02,0.158513130741,0.176123770629,5.84616644734e-11,4.24748375865e-11,-9.03798731271e-12,1.24397574331e-11
0.54,0.02,0.155058149547,0.180879100857,2.94711694422e-10,2.14120577155e-10,-5.09919616687e-11,7.0184415847e-11
0.55,0.02,0.151603233846,0.185634383943,1.21636844718e-09,8.8374340651e-10,-2.32873033117e-10,3.20522232616e-10
0.56,0.02,0.148148318811,0.19038966653,4.11030480289e-09,2.98631124236e-09,-8.6265282236e-10,1.18733974834e-09
0.57,0.02,0.144693403783,0.195144949111,1.13716637565e-08,8.26199733326e-09,-2.59617183328e-09,3.57332397377e-09
0.58,0.02,0.141238488755,0.199900231693,2.57581748212e-08,1.87144094514e-08,-6.35526450212e-09,8.74727116053e-09
0.59,0.02,0.137783573727,0.204655514274,4.77691218907e-08,3.47062985791e-08,-1.26661868087e-08,1.74335105247e-08
0.6,0.02,0.134328658699,0.209410796856,7.25304763981e-08,5.26964756797e-08,-2.05682278151e-08,2.83097369008e-08
0.61,0.02,0.13087374367,0.214166079437,9.01643619712e-08,6.55082434826e-08,-2.72302414548e-08,3.74792120285e-08
0.62,0.02,0.127418828642,0.218921362019,9.17678210065e-08,6.66732246636e-08,-2.94054302881e-08,4.04731026122e-08
0.63,0.02,0.123963913614,0.2236766446,7.64692883448e-08,5.55581900688e-08,-2.59123163208e-08,3.56652437014e-08
0.64,0.02,0.120508998586,0.228431927181,5.21704750421e-08,3.79040688243e-08,-1.8639745959e-08,2.56554093401e-08
0.65,0.02,0.117054083558,0.233187209763,2.91409453314e-08,2.11721360896e-08,-1.09485898659e-08,1.50694411461e-08
0.66,0.02,0.11359916853,0.237942492344,1.33267293078e-08,9.68243560136e-09,-5.25256734201e-09,7.22953872561e-09
0.67,0.02,0.110144253502,0.242697774926,4.98981692471e-09,3.62531420276e-09,-2.05861873654e-09,2.83344561011e-09
0.68,0.02,0.106689338474,0.247453057507,1.52963124131e-09,1.11134214898e-09,-6.59256066676e-10,9.07388131134e-10
0.69,0.02,0.103234423445,0.252208340089,3.8391049037e-10,2.78927298201e-10,-1.72535673687e-10,2.374749819e-10
0.7,0.02,0.0997795084173,0.25696362267,7.88886122529e-11,5.7315931777e-11,-3.69074551845e-11,5.07987540466e-11
0.71,0.02,0.0963245933891,0.261718905252,1.32721034044e-11,9.64274755936e-12,-6.45381026386e-12,8.88290776533e-12
0.72,0.02,0.092869678361,0.266474187833,1.8281267375e-12,1.32821182138e-12,-9.2264651289e-13,1.26991397933e-12
0.73,0.02,0.0894147633329,0.271229470415,2.06164529864e-13,1.49787298712e-13,-1.07849049088e-13,1.48441481305e-13
0.74,0.02,0.0859598483048,0.275984752996,1.90354303223e-14,1.38300496681e-14,-1.03085892401e-14,1.41885558556e-14
0.75,0.02,0.0825049332766,0.280740035578,1.43897269723e-15,1.04547486117e-15,-8.05786849912e-16,1.10907045197e-15
0.76,0.02,0.0790500182485,0.285495318159,8.90601684296e-17,6.47059999154e-17,-5.15123927519e-17,7.09007260639e-17
0.77,0.02,0.0755951032204,0.290250600741,4.51289858524e-18,3.27881274675e-18,-2.69341573524e-18,3.7071687223e-18
0.78,0.02,0.0721401881919,0.295005883322,1.87227112576e-19,1.36028459683e-19,-1.15191917184e-19,1.58548072197e-19
0.79,0.02,0.0686852731475,0.299761165888,6.35950054499e-21,4.62044760436e-21,-4.02987904052e-21,5.54665265244e-21
0.8,0.02,0.0652303573639,0.304516447788,1.76855423906e-22,1.28492988611e-22,-1.1532826345e-22,1.58735735893e-22
0.81,0.02,0.0617754075293,0.309271700554,4.02675252373e-24,2.92560873454e-24,-2.70006263739e-24,3.71631648565e-24
0.82,0.02,0.0583188985166,0.314025678297,7.50647258522e-26,5.45391236658e-26,-5.17167331171e-26,7.11811735619e-26
0.83,0.02,0.0547914220373,0.318723953167,1.14603642457e-27,8.33557935153e-28,-8.10956853672e-28,1.11561369595e-27
0.84,0.02,0.0481646908714,0.321078824507,1.45221375838e-29,1.10364445976e-29,-1.07058885265e-29,1.44037012684e-29
0.85,0.02,-0.0104585563523,0.285535795529,2.36285292706e-31,3.82868975664e-31,-2.57572198453e-31,1.98298573848e-31
0.86,0.02,-0.0544332083151,0.262874767357,3.32198735829e-32,9.93560108901e-32,-5.78921521041e-32,1.9794038817e-32
0.87,0.02,-0.0648908017718,0.264811069542,9.33760698042e-33,2.87184197684e-32,-1.77933319487e-32,5.78831325802e-33
0.88,0.02,-0.0739714722118,0.267725460279,2.22731609354e-33,6.85486301776e-33,-4.52777475559e-33,1.47120290648e-33
0.89,0.02,-0.0830174385801,0.270663794954,4.35353934789e-34,1.33988112743e-33,-9.39998590238e-34,3.05424243141e-34
0.9,0.02,-0.0920625453206,0.273602706965,6.96711499269e-35,2.14425749225e-34,-1.59230299691e-34,5.17370613253e-35
0.91,0.02,-0.101107630829,0.276541632883,9.12861294791e-36,2.80949817811e-35,-2.20159366095e-35,7.15341143771e-36
0.92,0.02,-0.110152715814,0.279480559136,9.7925932699e-37,3.01385030929e-36,-2.48540484677e-36,8.07556987834e-37
0.93,0.02,-0.119197800786,0.282419485398,8.60065928991e-38,2.64701075054e-37,-2.29150871705e-37,7.44556316261e-38
0.94,0.02,-0.128242885758,0.285358411659,6.18453247435e-39,1.90340337814e-38,-1.72587784294e-38,5.60771704464e-39
0.95,0.02,-0.13728797073,0.288297337921,3.64102036911e-40,1.12059084485e-39,-1.06206054022e-39,3.45084388109e-40
0.96,0.02,-0.146333055702,0.291236264182,1.75501343886e-41,5.40137596829e-41,-5.34090288789e-41,1.73536454394e-41
0.97,0.02,-0.155378140674,0.294175190444,6.92594259878e-43,2.13158595157e-42,-2.19519229456e-42,7.1326121352e-43
0.98,0.02,-0.164423225645,0.297114116705,2.23778538402e-44,6.88719523612e-44,-7.37532998649e-44,2.39638997883e-44
0.99,0.02,-0.173468310617,0.300053042967,5.91969159893e-46,1.82189373792e-45,-2.0257845547e-45,6.58217302146e-46
0.0,0.03,0.374112659845,0.120623567141,5.43927690787e-45,-3.95186599517e-45,5.4135356342e-45,7.45109257273e-45
0.01,0.03,0.370657744817,0.115868284559,2.51142039344e-43,-1.82465372153e-43,2.45325917626e-43,3.37662157644e-43
0.02,0.03,0.367202829789,0.111113001978,9.49377134879e-42,-6.89762863605e-42,9.09897374264e-42,1.25236629542e-41
0.03,0.03,0.363747914761,0.106357719396,2.93832088981e-40,-2.13481508737e-40,2.76198895854e-40,3.80155166707e-40
0.04,0.03,0.360292999733,0.101602436815,7.44561852158e-39,-5.40955850323e-39,6.86160404911e-39,9.44418775862e-39
0.05,0.03,0.356838084704,0.0968471542333,1.54469749903e-37,-1.12228842595e-37,1.39507261831e-37,1.92015272959e-37
0.06,0.03,0.353383169676,0.0920918716519,2.62377874259e-36,-1.90628684057e-36,2.32128391653e-36,3.194973215e-36
0.07,0.03,0.349928254648,0.0873365890704,3.64881696567e-35,-2.65102070246e-35,3.16091184674e-35,4.35062191806e-35
0.08,0.03,0.34647333962,0.0825813064889,4.15449319133e-34,-3.01841598581e-34,3.52241950429e-34,4.84819452202e-34
0.09,0.03,0.343018424591,0.0778260239077,3.87280052211e-33,-2.81375428177e-33,3.21222312507e-33,4.42124583389e-33
0.1,0.03,0.339563509532,0.0730707413378,2.95578818335e-32,-2.1475058182e-32,2.39716013079e-32,3.29940786502e-32
0.11,0.03,0.336108593229,0.0683154593085,1.8469817279e-31,-1.341910753e-31,1.46387922383e-31,2.01485691141e-31
0.12,0.03,0.332653625781,0.0635602026792,9.44916136628e-31,-6.86521306767e-31,7.31509140136e-31,1.00683625935e-30
0.13,0.03,0.329196558241,0.0588061287296,3.95800762113e-30,-2.87558037873e-30,2.99108849467e-30,4.11693430698e-30
0.14,0.03,0.325653449199,0.0541066555976,1.35891915131e-29,-9.86138935522e-30,1.00074081308e-29,1.37819162016e-29
0.15,0.03,0.318728526508,0.0518137968269,4.00378032396e-29,-2.7688013921e-29,2.73957839041e-29,3.86502902564e-29
0.16,0.03,0.263530992055,0.0882465101508,2.7610963772e-28,-6.36482704173e-29,6.13622858712e-29,1.76654787406e-28
0.17,0.03,0.23287730576,0.112373158259,1.52505195879e-26,-1.19790537109e-28,1.12450084295e-28,7.5330737536e-27
0.18,0.03,0.231788206068,0.113328929277,9.88682233533e-25,-1.84586324159e-28,1.68593966528e-28,4.83666500249e-25
0.19,0.03,0.231763318921,0.113353185623,5.30237159744e-23,-2.3287219364e-28,2.06790411189e-28,2.59337178932e-23
0.2,0.03,0.231762758653,0.113353790955,2.32879425188e-21,-2.40534209427e-28,2.07493967767e-28,1.13899980137e-21
0.21,0.03,0.23176274607,0.113353806007,8.37405265543e-20,-2.03412301441e-28,1.70312347342e-28,4.09570029237e-20
0.22,0.03,0.231762745788,0.11335380638,2.46536608211e-18,-1.40838183582e-28,1.14348458539e-28,1.20579616289e-18
0.23,0.03,0.231762745781,0.113353806389,5.94248714843e-17,-7.9850665674e-29,6.28027464467e-29,2.90643578382e-17
0.24,0.03,0.231762745781,0.113353806389,1.17272501549e-15,-3.73340051571e-29,2.83449822363e-29,5.7357296103e-16
0.25,0.03,0.231762745781,0.113353806389,1.89480809256e-14,-1.86179633547e-29,1.26293750322e-29,9.2673957993e-15
0.26,0.03,0.231762745781,0.113353806389,2.50654425129e-13,-6.44162462996e-29,3.31300225547e-29,1.22593616506e-13
0.27,0.03,0.231762745781,0.113353806389,2.71472989261e-12,-6.51340040573e-28,3.25876542299e-28,1.32775854726e-12
0.28,0.03,0.231762745781,0.113353806389,2.40723770712e-11,-5.76597969867e-27,2.88302701658e-27,1.17736591386e-11
0.29,0.03,0.231762745781,0.113353806389,1.74764184031e-10,-4.18590581654e-26,2.0929534421e-26,8.5476142482e-11
0.3,0.03,0.231762745781,0.113353806389,1.03878816391e-09,-2.48807581031e-25,1.24403791121e-25,5.08065228577e-10
0.31,0.03,0.231762745781,0.113353806389,5.05525016733e-09,-1.21081908894e-24,6.05409544525e-25,2.47249335429e-09
0.32,0.03,0.231762745781,0.113353806389,2.01418522193e-08,-4.8243189425e-24,2.41215947125e-24,9.85126237219e-09
0.33,0.03,0.231762745781,0.113353806389,6.57048205536e-08,-1.57374310443e-23,7.86871552216e-24,3.21358442781e-08
0.34,0.03,0.231762745781,0.113353806389,1.75483426475e-07,-4.20312893378e-23,2.10156446689e-23,8.58279197641e-08
0.35,0.03,0.231762745781,0.113353806389,3.83721373449e-07,-9.19078479176e-23,4.59539239588e-23,1.87675884348e-07
0.36,0.03,0.231762745781,0.113353806389,6.86968605274e-07,-1.64540759171e-22,8.22703795857e-23,3.35992335676e-07
0.37,0.03,0.231762745781,0.113353806389,1.00692906747e-06,-2.41176775647e-22,1.20588387826e-22,4.92483130441e-07
0.38,0.03,0.231762745781,0.113353806389,1.20837596834e-06,-2.8942676176e-22,1.40191088068e-22,5.91009634009e-07
0.39,0.03,0.231762745781,0.113353806389,1.18726206497e-06,-2.84369570209e-22,1.37741543771e-22,5.80682947088e-07
0.4,0.03,0.231762745781,0.113353806389,9.55063841774e-07,-2.28750004473e-22,1.14377714067e-22,4.67116151239e-07
0.41,0.03,0.231762745781,0.113353806389,6.29012687734e-07,-1.50376948566e-22,7.53653709283e-23,3.07646434639e-07
0.42,0.03,0.231762745781,0.113353806389,3.39177846183e-07,-6.55475994956e-23,4.22058334777e-23,1.65889905119e-07
0.43,0.03,0.231762745781,0.113353806389,1.49739562813e-07,6.78028819972e-22,7.20012763988e-23,7.32367462885e-08
0.44,0.03,0.231762745781,0.113353806389,5.41235980461e-08,2.65789372747e-20,1.34608009964e-21,2.64715359379e-08
0.45,0.03,0.231762745778,0.113353806391,1.60168758592e-08,8.10968664828e-19,2.02881285809e-20,7.83376050733e-09
0.46,0.03,0.231762745388,0.113353806593,3.88069974043e-09,2.02490176066e-17,-7.02262298518e-21,1.89802758158e-09
0.47,0.03,0.231762702084,0.113353831724,7.69810240526e-10,4.13945276364e-16,-1.06418470848e-17,3.76509432e-10
0.48,0.03,0.231757917377,0.113356865255,1.25034802178e-10,6.92824103211e-15,-3.53824231368e-16,6.11496150809e-11
0.49,0.03,0.231236656109,0.113711787675,1.67553530233e-11,9.49388898121e-14,-7.2563082052e-15,8.14102183405e-12
0.5,0.03,0.202679923453,0.134346335516,3.27591918969e-12,1.0651393102e-12,-1.0842358133e-13,1.03443434513e-12
0.51,0.03,0.1707693021,0.159619776233,1.36276339078e-11,9.78384989211e-12,-1.24405928353e-12,1.79120128034e-12
0.52,0.03,0.166729377501,0.164818611277,1.01284664329e-10,7.35790628904e-11,-1.12219754207e-11,1.54514819132e-11
0.53,0.03,0.163268408983,0.169578682504,6.23561475428e-10,4.53043419693e-10,-8.05861790881e-11,1.10917703953e-10
0.54,0.03,0.159813432086,0.174334015855,3.14344210941e-09,2.28384435181e-09,-4.64165997314e-10,6.38869703629e-10
0.55,0.03,0.156358516427,0.179089298971,1.29739802657e-08,9.42614841951e-09,-2.15482129792e-09,2.96585707697e-09
0.56,0.03,0.152903601393,0.183844581558,4.38411647255e-08,3.18524706503e-08,-8.08931418805e-09,1.11339857975e-08
0.57,0.03,0.149448686364,0.188599864139,1.21291951685e-07,8.81237612037e-08,-2.46150298402e-08,3.38796820439e-08
0.58,0.03,0.145993771336,0.193355146721,2.74740637403e-07,1.99610757245e-07,-6.08183878362e-08,8.370932945e-08
0.59,0.03,0.142538856308,0.198110429302,5.09512483518e-07,3.70182487825e-07,-1.22177407916e-07,1.68162775346e-07
0.6,0.03,0.13908394128,0.202865711884,7.73620245553e-07,5.6206800892e-07,-1.9976343059e-07,2.74950774236e-07
0.61,0.03,0.135629026252,0.207620994465,9.61705312315e-07,6.98719808806e-07,-2.66051152046e-07,3.66187995596e-07
0.62,0.03,0.132174111224,0.212376277047,9.78807983782e-07,7.11145626969e-07,-2.88818248768e-07,3.97524215907e-07
0.63,0.03,0.128719196196,0.217131559628,8.1563208485e-07,5.92591396849e-07,-2.55698717633e-07,3.51939092037e-07
0.64,0.03,0.125264281167,0.22188684221,5.56457901403e-07,4.04290330414e-07,-1.84701639967e-07,2.54219997932e-07
0.65,0.03,0.121809366139,0.226642124791,3.10821758889e-07,2.25825226462e-07,-1.08896417915e-07,1.49883060823e-07
0.66,0.03,0.118354451111,0.231397407373,1.4214498083e-07,1.03274373715e-07,-5.24196945134e-08,7.21495198048e-08
0.67,0.03,0.114899536083,0.236152689954,5.32221796988e-08,3.86681769843e-08,-2.06077596629e-08,2.83641478215e-08
0.68,0.03,0.111444621055,0.240907972536,1.63152911651e-08,1.18537528882e-08,-6.61795014484e-09,9.10882692994e-09
0.69,0.03,0.107989706027,0.245663255117,4.09485073638e-09,2.97508320581e-09,-1.7364415244e-09,2.39000672014e-09
0.7,0.03,0.104534790999,0.250418537698,8.41438571212e-10,6.11340906689e-10,-3.72320676919e-10,5.12455448329e-10
0.71,0.03,0.101079875971,0.25517382028,1.41562380492e-10,1.02851089793e-10,-6.52471385602e-11,8.98049818767e-11
0.72,0.03,0.0976249609425,0.259929102861,1.94990925698e-11,1.41669200095e-11,-9.34656910027e-12,1.2864448728e-11
0.73,0.03,0.0941700459144,0.264684385443,2.19898389434e-12,1.59765531764e-12,-1.09456568477e-12,1.50654041928e-12
0.74,0.03,0.0907151308862,0.269439668024,2.03034948488e-13,1.47513524748e-13,-1.04803791546e-13,1.44250043881e-13
0.75,0.03,0.0872602158581,0.274194950606,1.53483132511e-14,1.11512023101e-14,-8.2053952386e-15,1.12937576567e-14
0.76,0.03,0.08380530083,0.278950233187,9.4993002014e-16,6.90164558261e-16,-5.25347774245e-16,7.23079178431e-16
0.77,0.03,0.0803503858017,0.283705515769,4.81352990855e-17,3.4972341884e-17,-2.75076198737e-17,3.78609906694e-17
0.78,0.03,0.0768954707681,0.288460798345,1.99699436866e-18,1.4509013372e-18,-1.17800865075e-18,1.62138980899e-18
0.79,0.03,0.0734405554843,0.293216080713,6.7831451436e-20,4.9282434457e-20,-4.12630275132e-20,5.67936849566e-20
0.8,0.03,0.0699856286228,0.297971353875,1.88636839474e-21,1.37052716069e-21,-1.18226870251e-21,1.62725313629e-21
0.81,0.03,0.0665301695394,0.30272622267,4.29501021589e-23,3.12053647178e-23,-2.77101511905e-23,3.81396079807e-23
0.82,0.03,0.0630503900079,0.307463351457,8.00743404643e-25,5.82003147897e-25,-5.31425426602e-25,7.31317961232e-25
0.83,0.03,0.0584793893245,0.31143332433,1.22828748147e-26,9.07265124318e-27,-8.42006819421e-27,1.14988136944e-26
0.84,0.03,0.0229051061536,0.294343936157,1.86279371255e-28,2.1430627789e-28,-1.5688468918e-28,1.63432483327e-28
0.85,0.03,-0.040107568439,0.260456249005,1.61727656808e-29,4.61018437146e-29,-2.46891008652e-29,9.20274850424e-30
0.86,0.03,-0.0528452172008,0.260955041659,5.21681904052e-30,1.60249542355e-29,-9.0601849372e-30,2.95397632448e-30
0.87,0.03,-0.0619859300563,0.263832535778,1.51749828208e-30,4.67016850902e-30,-2.8308452228e-30,9.19868672161e-31
0.88,0.03,-0.0710333894373,0.266769975845,3.62269390033e-31,1.11494935319e-30,-7.21578156259e-31,2.3445536544e-31
0.89,0.03,-0.0800785331509,0.269708866211,7.08109894045e-32,2.17933810896e-31,-1.49986481546e-31,4.87335639529e-32
0.9,0.03,-0.0891236195724,0.272647791607,1.13321252209e-32,3.4876695213e-32,-2.54340433589e-32,8.26402164957e-33
0.91,0.03,-0.09816870458,0.275586717847,1.48478367637e-33,4.56969427698e-33,-3.51999847974e-33,1.1437168368e-33
0.92,0.03,-0.107213789553,0.278525644108,1.59278115122e-34,4.90207632742e-34,-3.97719020851e-34,1.29226743441e-34
0.93,0.03,-0.116258874525,0.28146457037,1.39891115944e-35,4.30540584537e-35,-3.66977062045e-35,1.19238075524e-35
0.94,0.03,-0.125303959497,0.284403496631,1.00592422077e-36,3.09591641389e-36,-2.76588937093e-36,8.98691934217e-37
0.95,0.03,-0.134349044468,0.287342422893,5.92217858469e-38,1.82265915343e-37,-1.70315654319e-37,5.5338910665e-38
0.96,0.03,-0.14339412944,0.290281349154,2.85455777496e-39,8.78542546991e-39,-8.5699260192e-39,2.7845377589e-39
0.97,0.03,-0.152439214412,0.293220275415,1.12651577797e-40,3.46705906423e-40,-3.52428835681e-40,1.14511070233e-40
0.98,0.03,-0.161484299384,0.296159201677,3.63979416066e-42,1.1202134567e-41,-1.1846731848e-41,3.84923651339e-42
0.99,0.03,-0.170529384356,0.299098127938,9.62847423556e-44,2.96333966429e-43,-3.2554601836e-43,1.05776313395e-43
0.0,0.04,0.369357377264,0.114078482169,7.24336988984e-43,-5.26261627104e-43,7.02538800381e-43,9.66961703274e-43
